,title,publish,view_count,like_count,day_of_week,day_name
670,"The Pat McAfee Show | Thursday, December 12th",2019-12-12 17:18:41+00:00,56739,679,3,Thursday
671,"The Pat McAfee Show | Wednesday, December 11th",2019-12-11 17:25:35+00:00,50420,740,2,Wednesday
672,"The Pat McAfee Show | Tuesday, December 10th",2019-12-10 17:15:41+00:00,57150,693,1,Tuesday
673,"The Pat McAfee Show | Monday, December 9th",2019-12-09 17:08:49+00:00,73783,886,0,Monday
674,"The Pat McAfee Show | Friday, December 6th",2019-12-06 17:15:16+00:00,60728,854,4,Friday
675,"The Pat McAfee Show | Thursday, December 5th",2019-12-05 17:28:59+00:00,55977,768,3,Thursday
676,"The Pat McAfee Show | Wednesday, December 4th",2019-12-04 17:17:49+00:00,52174,756,2,Wednesday
677,"The Pat McAfee Show | Tuesday, December 3rd",2019-12-03 17:09:58+00:00,67632,787,1,Tuesday
678,"The Pat McAfee Show | Monday, December 2nd",2019-12-02 17:21:06+00:00,76556,969,0,Monday
679,"The Pat McAfee Show | Friday, November 29th",2019-11-29 17:10:20+00:00,56113,758,4,Friday
680,"The Pat McAfee Show | Wednesday, November 27th",2019-11-27 17:27:49+00:00,8081,102,2,Wednesday
681,"The Pat McAfee Show | Wednesday, November 27th",2019-11-27 16:44:37+00:00,39732,573,2,Wednesday
682,"The Pat McAfee Show | Tuesday, November 26th",2019-11-26 17:11:25+00:00,61530,825,1,Tuesday
683,"The Pat McAfee Show | Monday, November 25th",2019-11-25 17:18:25+00:00,59892,802,0,Monday
684,"The Pat McAfee Show | Friday, November 22nd",2019-11-22 17:35:19+00:00,61087,799,4,Friday
685,"The Pat McAfee Show | Thursday, November 21st",2019-11-21 17:28:58+00:00,42367,631,3,Thursday
686,"The Pat McAfee Show | Wednesday, November 20th",2019-11-20 17:23:55+00:00,56009,725,2,Wednesday
687,"The Pat McAfee Show | Tuesday, November 19th",2019-11-19 17:21:29+00:00,54421,815,1,Tuesday
688,"The Pat McAfee Show | Monday, November 18th",2019-11-18 18:10:25+00:00,66276,909,0,Monday
689,"The Pat McAfee Show | Friday, November 15th",2019-11-15 17:19:39+00:00,86606,1239,4,Friday
690,"The Pat McAfee Show | Thursday, November 14th",2019-11-14 17:14:35+00:00,44281,562,3,Thursday
691,"The Pat McAfee Show | Wednesday, November 13th",2019-11-13 17:14:31+00:00,58595,698,2,Wednesday
692,"The Pat McAfee Show | Tuesday, November 12",2019-11-12 17:12:25+00:00,105778,958,1,Tuesday
693,"The Pat McAfee Show | Monday, November 11th",2019-11-11 17:19:09+00:00,73291,994,0,Monday
694,"The Pat McAfee Show | Friday, November 8th",2019-11-08 17:11:59+00:00,65499,705,4,Friday
695,"The Pat McAfee Show | Thursday, November 7th",2019-11-07 17:22:29+00:00,48759,775,3,Thursday
696,"The Pat McAfee Show | Wednesday, November 6th",2019-11-06 17:11:46+00:00,72458,698,2,Wednesday
697,"The Pat McAfee Show | Tuesday, November 5",2019-11-05 17:18:27+00:00,54979,763,1,Tuesday
698,"The Pat McAfee Show | Monday, November 4th",2019-11-04 17:07:51+00:00,60250,815,0,Monday
699,"The Pat McAfee Show | Friday, November 1st",2019-11-01 16:17:32+00:00,47777,626,4,Friday
700,"The Pat McAfee Show | Thursday, October 31st",2019-10-31 13:48:34+00:00,21143,312,3,Thursday
701,"The Pat McAfee Show | Wednesday, October 30th",2019-10-30 16:14:18+00:00,52166,700,2,Wednesday
702,"The Pat McAfee Show | Tuesday, October 29th",2019-10-29 16:06:25+00:00,53458,793,1,Tuesday
703,"The Pat McAfee Show | Monday, October 28th",2019-10-28 16:07:20+00:00,66165,989,0,Monday
704,"The Pat McAfee Show | Friday, October 25th",2019-10-25 16:38:02+00:00,49936,724,4,Friday
705,"The Pat McAfee Show | Thursday, October 24th",2019-10-24 16:02:32+00:00,23050,259,3,Thursday
706,"The Pat McAfee Show | Thursday, October 24th",2019-10-24 13:49:21+00:00,20486,314,3,Thursday
707,"The Pat McAfee Show | Wednesday, October 23rd",2019-10-23 16:13:36+00:00,53193,788,2,Wednesday
708,"The Pat McAfee Show | Tuesday, October 22",2019-10-22 16:11:08+00:00,84288,943,1,Tuesday
709,"The Pat McAfee Show | Monday, October 21st",2019-10-21 16:07:51+00:00,67526,1036,0,Monday
710,"The Pat McAfee Show | Friday, October 18th",2019-10-18 16:13:14+00:00,53942,802,4,Friday
711,"The Pat McAfee Show | Thursday, October 17th",2019-10-17 16:05:02+00:00,52234,756,3,Thursday
712,"The Pat McAfee Show | Wednesday, October 16th",2019-10-16 16:16:31+00:00,58987,880,2,Wednesday
713,"The Pat McAfee Show | Tuesday, October 15th",2019-10-15 16:15:41+00:00,69680,1042,1,Tuesday
714,"The Pat McAfee Show | Monday, October 14th",2019-10-14 16:15:48+00:00,76000,1097,0,Monday
715,"The Pat McAfee Show | Friday, October 11th",2019-10-11 16:10:06+00:00,60972,883,4,Friday
716,"The Pat McAfee Show | Thursday, October 10th",2019-10-10 16:12:15+00:00,52321,773,3,Thursday
717,"The Pat McAfee Show | Wednesday, October 9th",2019-10-09 16:05:00+00:00,75131,1184,2,Wednesday
718,"The Pat McAfee Show | Tuesday, October 8th",2019-10-08 16:14:42+00:00,64245,1034,1,Tuesday
719,"The Pat McAfee Show | Monday, October 7th",2019-10-07 16:08:12+00:00,73525,1114,0,Monday
720,"The Pat McAfee Show | Friday, October 4th",2019-10-04 16:22:44+00:00,54733,760,4,Friday
721,"The Pat McAfee Show | Thursday, October 3rd",2019-10-03 16:08:01+00:00,53290,802,3,Thursday
722,"The Pat McAfee Show | Wednesday, October 2nd",2019-10-02 16:21:01+00:00,63773,854,2,Wednesday
723,"The Pat McAfee Show | Tuesday, October 1st",2019-10-01 16:16:14+00:00,67799,966,1,Tuesday
724,"The Pat McAfee Show | Monday, September 30th",2019-09-30 16:05:33+00:00,72012,876,0,Monday
725,"The Pat McAfee Show | Friday, September 27th",2019-09-27 16:08:05+00:00,38133,549,4,Friday
726,"The Pat McAfee Show | Thursday, September 26th",2019-09-26 16:31:51+00:00,31763,453,3,Thursday
727,"The Pat McAfee Show | Wednesday, September 25th",2019-09-25 16:09:21+00:00,29238,454,2,Wednesday
728,"The Pat McAfee Show | Tuesday, September 24",2019-09-24 16:12:44+00:00,28364,494,1,Tuesday
729,"The Pat McAfee Show | Monday, September 23",2019-09-23 16:13:56+00:00,81753,659,0,Monday
730,"The Pat McAfee Show | Friday, September 20th",2019-09-20 16:18:17+00:00,26584,404,4,Friday
731,"The Pat McAfee Show | Thursday, September 19th",2019-09-19 16:13:59+00:00,22037,326,3,Thursday
732,"The Pat McAfee Show | Wednesday, September 18th",2019-09-18 16:18:42+00:00,24463,405,2,Wednesday
733,"The Pat McAfee Show | Tuesday, September 17th",2019-09-17 16:17:04+00:00,27929,476,1,Tuesday
734,"The Pat McAfee Show | Monday, September 16th",2019-09-16 16:17:42+00:00,51740,696,0,Monday
735,"The Pat McAfee Show | Friday, September 13th",2019-09-13 16:09:27+00:00,22134,417,4,Friday
736,"The Pat McAfee Show | Thursday, September 12th",2019-09-12 16:12:25+00:00,21852,338,3,Thursday
737,The Pat McAfee Show | Wednesday September 11th,2019-09-11 16:39:18+00:00,37612,619,2,Wednesday
738,The Pat McAfee Show | Tuesday September 10th,2019-09-10 16:38:27+00:00,22849,551,1,Tuesday
739,The Pat McAfee Show | Monday September 9th,2019-09-09 16:15:29+00:00,17058,496,0,Monday
